premise	hypothesis	label	opus	prompt	verbalized
Ija ishee irraa imimmaanonni gadi dhufaa akka turan qofa dubbattee, sana booda akkas jette Joo barandaa irratti ol dhufe.	Joo argitee baayʼee waan gammaddeef booʼuu eegalte.	neutral	"[textblock(text='neither.\n\nsababni isaas:\n- dubbiin kun joo barandaa irratti ol dhufe kan jedhu malee joo argitee gammadde ykn booʼuu eegalte kan jedhu miti.\n- imimmaanonni gadi dhufaa akka turan qofa dubbatameera malee joo argitee gammadde ykn booʼuu eegalte kan jedhu hin ibsamne.\n\nkanaaf deebiin ""neither"" ta\'a. dubbiin dhiyaate deebii ""true"" ykn ""false"" kennuuf odeeffannoo gahaa hin qabu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ija ishee irraa imimmaanonni gadi dhufaa akka turan qofa dubbattee, sana booda akkas jette Joo barandaa irratti ol dhufe.\nQuestion: Joo argitee baayʼee waan gammaddeef booʼuu eegalte. True, False, or Neither?\nAnswer:'}]}]	contradiction
Xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba’uuf.	Callaqqeen ifaa kun yeroo ibiddaas illee akkasuma jiraachuu ni danda’a.	neutral	"[textblock(text='deebiin sirrii ta\'e ""true"" dha. keeyyanni armaan olii akka ibsutti, callaqqeen ifaa sun yeroo ibiddaas ta\'e yeroo nagaayaatti ni mul\'ata ykn ni jiraata. haaluma kanaan, ""callaqqeen ifaa kun yeroo ibiddaas illee akkasuma jiraachuu ni danda\'a"" jedhu deebii ""true"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba’uuf.\nQuestion: Callaqqeen ifaa kun yeroo ibiddaas illee akkasuma jiraachuu ni danda’a. True, False, or Neither?\nAnswer:""}]}]"	entailment
Xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba’uuf.	Callaqqeen ifaa kun erga xiyyaarichi gubatee booda qaama liidiin tokko keessaa ba'a ture.	entailment	"[textblock(text='true.\n\nsababni isaas:\n""xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta\'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba\'uuf."" jedha.\n\nkana jechuun, callaqqeen ifaa sun xiyyaarichi erga gubatee booda qaama liidii tokko keessaa ba\'aa ture jechuudha.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba’uuf.\nQuestion: Callaqqeen ifaa kun erga xiyyaarichi gubatee booda qaama liidiin tokko keessaa ba'a ture. True, False, or Neither?\nAnswer:""}]}]"	entailment
Xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba’uuf.	Callaqqeen ifaa kun yeroo ibiddaa hin ba'u ture.	contradiction	"[textblock(text='false.\n\nsababni isaas:\nkeeyyata kana keessatti, ""callaqqeen ifaa sun ba\'uuf"" jedha. kana jechuun callaqqeen ifaa sun yeroo ibiddaa ba\'a ture jechuudha. kanaafuu deebiin ""false"" ta\'a, sababni isaas callaqqeen ifaa sun yeroo ibiddaa ba\'a ture, osoo hin taane yeroo ibiddaa hin ba\'u ture miti.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba’uuf.\nQuestion: Callaqqeen ifaa kun yeroo ibiddaa hin ba'u ture. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Kun hoogganaa olaanaa saajin Clem Francis, humna qilleensaa Ameerikaa irraa soorama ba'eedha.	Hoogganaan olaanaa kun humna qilleensaa US irraa soorama ba'aniiru.	entailment	"[textblock(text='true.\n\nyaanni ""kun hoogganaa olaanaa saajin clem francis, humna qilleensaa ameerikaa irraa soorama ba\'eedha."" jedhu kun dhugaa dha. yaanni kun hoogganaan olaanaa saajin clem francis jedhamu humna qilleensaa us irraa soorama akka ba\'e ibsa.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kun hoogganaa olaanaa saajin Clem Francis, humna qilleensaa Ameerikaa irraa soorama ba'eedha.\nQuestion: Hoogganaan olaanaa kun humna qilleensaa US irraa soorama ba'aniiru. True, False, or Neither?\nAnswer:""}]}]"	entailment
Kun hoogganaa olaanaa saajin Clem Francis, humna qilleensaa Ameerikaa irraa soorama ba'eedha.	Hogganaan olaanaa kun torban muraasa dura dhiheenya kana soorama ba'aniiru.	neutral	"[textblock(text='neither. dubbiin kun hogganaa olaanaa clem francis jedhu irratti kan xiyyeeffate yoo ta\'u, garuu yeroo muraasa dura soorama ba\'uu isaanii ibsuuf ragaan gahaan hin jiru. kana malees, ""torban muraasa dura dhiheenya kana"" jechuun yeroo muraasa dura ta\'uu ni mala, garuu guyyaa muraasa dura ta\'uunis ni danda\'a. kanaafuu deebiin ""neither"" ta\'a, sababni isaas ragaan gahaan waan hin jirreef.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kun hoogganaa olaanaa saajin Clem Francis, humna qilleensaa Ameerikaa irraa soorama ba'eedha.\nQuestion: Hogganaan olaanaa kun torban muraasa dura dhiheenya kana soorama ba'aniiru. True, False, or Neither?\nAnswer:""}]}]"	neutral
Kun hoogganaa olaanaa saajin Clem Francis, humna qilleensaa Ameerikaa irraa soorama ba'eedha.	Hogganaan olaanaa humna qilleensaa US reefu torban kana keessa hojii isaa eegale.	contradiction	"[textblock(text=""false.\n\nkun hoogganaa olaanaa saajin clem francis, humna qilleensaa ameerikaa irraa soorama ba'eedha jechuun ibsameera. kanaafuu, hogganaan olaanaa haaraan humna qilleensaa us reefu torban kana keessa hojii isaa hin jalqabne. soorama ba'uun isaa ibsameera malee hojii haaraa eegaluu miti."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kun hoogganaa olaanaa saajin Clem Francis, humna qilleensaa Ameerikaa irraa soorama ba'eedha.\nQuestion: Hogganaan olaanaa humna qilleensaa US reefu torban kana keessa hojii isaa eegale. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Tole, torbanitti bakka xiyyaarri lama sadii balali'u jiru ga'ee gara eessaatti akka isaan balali'an hin beeku ture.	Torbanitti xiyyaaronni tokkoo ol ni dhufu.	entailment	"[textblock(text='deebiin ""neither"" dha. keeyyanni ""torbanitti xiyyaarri lama sadii balali\'u jiru"" jedha. kana jechuun torbanitti xiyyaarri lama yookaan sadii akka balali\'an ibsa malee xiyyaarri tokkoo ol akka dhufu hin ibsu. kanaafuu deebiin ""true"" yookaan ""false"" ta\'uu hin dandeenye, odeeffannoon ga\'aan hin jiru.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tole, torbanitti bakka xiyyaarri lama sadii balali'u jiru ga'ee gara eessaatti akka isaan balali'an hin beeku ture.\nQuestion: Torbanitti xiyyaaronni tokkoo ol ni dhufu. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Tole, torbanitti bakka xiyyaarri lama sadii balali'u jiru ga'ee gara eessaatti akka isaan balali'an hin beeku ture.	Tiraafiki qilleensaa dabaluunis rakkina qaba.	neutral	"[textblock(text='true.\n\ntiraafiki qilleensaa dabaluun rakkina qaba. sababni isaas:\n\n1. xiyyaarri baay\'een balali\'uun qilleensa xureessuu danda\'a. xiyyaarri baay\'een balali\'uun dhangala\'iinsa (emission) baay\'ee uumuu danda\'a, kan akka co2, nox fi kkf, kunis qilleensa xureessuu danda\'a.\n\n2. xiyyaarri baay\'een balali\'uun sagalee gurguddaa (noise pollution) uumuu danda\'a. kun hawaasa naannoo bakkee bu\'uuraalee xiyyaaraaf dhiyeessa jiraataniif rakkisaa ta\'uu danda\'a. \n\n3. xiyyaarri baay\'een balali\'uun rakkina iddoo dhaabbii (parking space) uumuu danda\'a. bakkeen bu\'uuraalee xiyyaaraa hedduun iddoo dhaabbii gahaa hin qabaachuu danda\'u.\n\nkanaafuu, tiraafiki qilleensaa dabaluun rakkoolee adda addaa akka fidu ibsuun deebii ""true"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tole, torbanitti bakka xiyyaarri lama sadii balali'u jiru ga'ee gara eessaatti akka isaan balali'an hin beeku ture.\nQuestion: Tiraafiki qilleensaa dabaluunis rakkina qaba. True, False, or Neither?\nAnswer:""}]}]"	entailment
Tole, torbanitti bakka xiyyaarri lama sadii balali'u jiru ga'ee gara eessaatti akka isaan balali'an hin beeku ture.	Xiyyaara dhufan kamiyyu gonkumaa hin jiran.	contradiction	"[textblock(text='neither.\n\nsababni isaas, yaadni ""xiyyaara dhufan kamiyyu gonkumaa hin jiran"" jedhu deebii sirrii ta\'e hin kennine. keeyyanni yaada kana ibsu hin jiru. keeyyanni waa\'ee xiyyaara lama sadii balali\'aa jiran haasa\'a malee, xiyyaarri dhufan jiraachuu ykn dhabuu isaa hin ibsu. kanaaf deebiin ""neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Tole, torbanitti bakka xiyyaarri lama sadii balali'u jiru ga'ee gara eessaatti akka isaan balali'an hin beeku ture.\nQuestion: Xiyyaara dhufan kamiyyu gonkumaa hin jiran. True, False, or Neither?\nAnswer:""}]}]"	neutral
Isaan duraan leenjii isaanii Uffata dhiibbaa guutuutiin fudhatanii kan turanii fi yoo uffata dhiibbaa guutuu keessa seenan yeroo natti fudhateera.	Itti fayyadama uffata dhiibbaa guutuu irratti leenjii xumuruuf hanga ji'a sadii fudhata.	neutral	"[textblock(text=""neither. dubbiin kenname yeroo itti fayyadama uffata dhiibbaa guutuu irratti leenjii fudhachuuf hangam akka fudhatu hin ibsu. itti fayyadama uffata dhiibbaa guutuu irratti leenjii fudhachuun yeroo natti fudhateera jechuun malee hanga ji'a sadii fudhata jechuun hin ibsamne."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Isaan duraan leenjii isaanii Uffata dhiibbaa guutuutiin fudhatanii kan turanii fi yoo uffata dhiibbaa guutuu keessa seenan yeroo natti fudhateera.\nQuestion: Itti fayyadama uffata dhiibbaa guutuu irratti leenjii xumuruuf hanga ji'a sadii fudhata. True, False, or Neither?\nAnswer:""}]}]"	neutral
Isaan duraan leenjii isaanii Uffata dhiibbaa guutuutiin fudhatanii kan turanii fi yoo uffata dhiibbaa guutuu keessa seenan yeroo natti fudhateera.	Leenjiin uffata dhiibbaa guutuu fayyadamuu yeroo fudhata.	entailment	"[textblock(text='true.\n\nkeeyyanni ""yoo uffata dhiibbaa guutuu keessa seenan yeroo natti fudhateera"" jedhu irraa kan hubatamu, leenjiin uffata dhiibbaa guutuu fayyadamuu yeroo fudhachuu isaati. kanaafuu deebiin gaaffii kanaa ""true"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isaan duraan leenjii isaanii Uffata dhiibbaa guutuutiin fudhatanii kan turanii fi yoo uffata dhiibbaa guutuu keessa seenan yeroo natti fudhateera.\nQuestion: Leenjiin uffata dhiibbaa guutuu fayyadamuu yeroo fudhata. True, False, or Neither?\nAnswer:'}]}]	entailment
Isaan duraan leenjii isaanii Uffata dhiibbaa guutuutiin fudhatanii kan turanii fi yoo uffata dhiibbaa guutuu keessa seenan yeroo natti fudhateera.	Uffata dhiibbaa guutuu akka fayyadamtan dhuma guyyaa sanaatti akka isin leenjifamtan gochuu dandeenya turre.	contradiction	"[textblock(text='neither.\n\nsababni isaas:\n1. dubbiin kun uffata dhiibbaa guutuu fayyadamuun yeroo fudhachuu ibsa malee, guyyaa sana keessatti leenjii uffata dhiibbaa guutuu fayyadamuu irratti kennameera jechuuf hin ibsu.\n2. odeeffannoo kennamerraa, yoo uffata dhiibbaa guutuu uffatan yeroo isaanii fudhateera jechuun ibsameera malee, guyyaa sana keessatti leenjii uffata dhiibbaa guutuu fayyadamuu irratti argataniiru moo hin arganne jechuun hin ibsamne.\n\nkanaafuu deebiin ""true"" ykn ""false"" ta\'uu isaa murteessuuf ragaan gahaan hin jiru. deebiin sirrii ta\'e ""neither"" dha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isaan duraan leenjii isaanii Uffata dhiibbaa guutuutiin fudhatanii kan turanii fi yoo uffata dhiibbaa guutuu keessa seenan yeroo natti fudhateera.\nQuestion: Uffata dhiibbaa guutuu akka fayyadamtan dhuma guyyaa sanaatti akka isin leenjifamtan gochuu dandeenya turre. True, False, or Neither?\nAnswer:'}]}]	neutral
Boombiin hammam lafa dhawullee waan hin dhoohiniif, boombii sana qabatanii seenuun balaan tokkollee hin turre jechuu barbaada.	Boombiin kun balaliisaa sanaan akka hin hojjenne ta'ee ture.	neutral	"[textblock(text='neither.\n\nsababni isaas, keeyyanni ""boombiin hammam lafa dhawullee waan hin dhoohiniif, boombii sana qabatanii seenuun balaan tokkollee hin turre jechuu barbaada."" jedhu boombiin sun balaliisaa ta\'uu ykn ta\'uu dhiisuu isaa hin ibsu. keeyyanni kun boombiin lafa dhawullee waan hin dhoohiniif qabachuun balaa hin qabu jechuun ibsa malee, boombichi balaliisaa akka hin taane hin ibsu. kanaaf deebiin ""neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Boombiin hammam lafa dhawullee waan hin dhoohiniif, boombii sana qabatanii seenuun balaan tokkollee hin turre jechuu barbaada.\nQuestion: Boombiin kun balaliisaa sanaan akka hin hojjenne ta'ee ture. True, False, or Neither?\nAnswer:""}]}]"	neutral
Boombiin hammam lafa dhawullee waan hin dhoohiniif, boombii sana qabatanii seenuun balaan tokkollee hin turre jechuu barbaada.	Boombiin kun carraa dho'uu hin qabu ture.	entailment	"[textblock(text='true.\n\nkeeyyata kana keessatti, ""boombiin hammam lafa dhawullee waan hin dhoohiniif, boombii sana qabatanii seenuun balaan tokkollee hin turre"" jedha. kana jechuun boombiin kun carraa dho\'uu hin qabu ture jechuudha. kanaafuu deebiin ""true"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Boombiin hammam lafa dhawullee waan hin dhoohiniif, boombii sana qabatanii seenuun balaan tokkollee hin turre jechuu barbaada.\nQuestion: Boombiin kun carraa dho'uu hin qabu ture. True, False, or Neither?\nAnswer:""}]}]"	entailment
Boombiin hammam lafa dhawullee waan hin dhoohiniif, boombii sana qabatanii seenuun balaan tokkollee hin turre jechuu barbaada.	Dhohinsa boonbichaan balaan guddaan ture.	contradiction	"[textblock(text='false.\n\nsababni isaas, keeyyanni ""boombii sana qabatanii seenuun balaan tokkollee hin turre"" jechuun, boombichi dhohinsa hin qabu ykn balaa hin qabu kan jedhu ibsa. kanaafuu, ""dhohinsa boonbichaan balaan guddaan ture"" kan jedhu sobadha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Boombiin hammam lafa dhawullee waan hin dhoohiniif, boombii sana qabatanii seenuun balaan tokkollee hin turre jechuu barbaada.\nQuestion: Dhohinsa boonbichaan balaan guddaan ture. True, False, or Neither?\nAnswer:'}]}]	contradiction
Akkasumas waa'ee waanan gochuuf yaalaa jiru sirriitti maal fakkaata.	Kun sitti maal akka fakkaatu ani sirriitti hin beeku.	contradiction	"[textblock(text='true.\n\nsababni isaas, gaaffiin ""akkasumas waa\'ee waanan gochuuf yaalaa jiru sirriitti maal fakkaata"" jedhu deebii sirrii ta\'e kennuuf odeeffannoo gahaa hin qabu. gaaffiin kun waa\'ee yaada namichaa kan gaafatu yoo ta\'u, garuu yaada sana ibsuuf odeeffannoon gahaan hin jiru. kanaafuu, ""kun sitti maal akka fakkaatu ani sirriitti hin beeku"" jechuun deebii ""true"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Akkasumas waa'ee waanan gochuuf yaalaa jiru sirriitti maal fakkaata.\nQuestion: Kun sitti maal akka fakkaatu ani sirriitti hin beeku. True, False, or Neither?\nAnswer:""}]}]"	entailment
Akkasumas waa'ee waanan gochuuf yaalaa jiru sirriitti maal fakkaata.	Ani kana gochuudhaaf yaalaan jira, akkuma beekamu.	entailment	"[textblock(text='neither.\n\nsababni isaas, himoota lamaan keessaa tokkoffaan ""akkasumas waa\'ee waanan gochuuf yaalaa jiru sirriitti maal fakkaata"" kan jedhu yaada ykn gaaffii dhiyeessuuf kan yaale malee waan ati hojjechuuf yaadde sirriitti ibsuuf kan yaale miti.\n\nhimonni lammaffaan ""ani kana gochuudhaaf yaalaan jira, akkuma beekamu"" kan jedhu dhugaa ta\'uu ykn sobaa ta\'uu isaa beekuuf odeeffannoo gahaan hin jiru. waan ati hojjechuuf yaadde sirriitti ibsamee hin jiru, akkasumas waan ati raawwachuuf yaalaa jirtu dhugaa ykn sobaa ta\'uu isaa mirkaneessuuf ragaan hin jiru.\n\nkanaaf deebiin gaaffii kanaaf ""neither"" ta\'a, sababni isaas himonni lamaan keessaa kamiyyuu dhugaa ykn sobaa ta\'uu isaa mirkaneessuuf odeeffannoon gahaan hin jiru.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Akkasumas waa'ee waanan gochuuf yaalaa jiru sirriitti maal fakkaata.\nQuestion: Ani kana gochuudhaaf yaalaan jira, akkuma beekamu. True, False, or Neither?\nAnswer:""}]}]"	neutral
Akkasumas waa'ee waanan gochuuf yaalaa jiru sirriitti maal fakkaata.	Torban dhufu keessa pirojektii koo xumuruuf yaalaan jira.	neutral	"[textblock(text='neither.\n\nsababni isaas, deebiin ""true"" ykn ""false"" ta\'uu hin dandeenye. gaaffiin kun waa\'ee karoora ati qabdu kan gaafatu malee, waa\'ee hojii ati raawwatte miti. kanaafuu, deebiin ""true"" ykn ""false"" kennuun hin danda\'amu. gaaffiin kun yaada kee gaafachuu malee, dhugaa ykn soba ta\'uu isaa mirkaneessuuf hin gaafatamne.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Akkasumas waa'ee waanan gochuuf yaalaa jiru sirriitti maal fakkaata.\nQuestion: Torban dhufu keessa pirojektii koo xumuruuf yaalaan jira. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Garuu waanuma fedhes ta'u bineensonni yeroo hunda ni hiikamu turan, keessumaa re'oonni.	Re'oonni kun guyyaa guyyaan mana kuusaa keessaa miliqu.	neutral	"[textblock(text=""neither.\n\nsababni isaas, keeyyanni kenname re'oonni guyyaa guyyaan mana kuusaa keessaa akka miliqu hin ibsu. keeyyanni waa'ee re'ootaa fi bineensota biroo yeroo hunda akka hiikaman dubbata malee, re'oonni guyyaa guyyaan mana kuusaa keessaa akka miliqu hin ibsu. kanaaf deebiin 'true' ykn 'false' ta'uu hin danda'u. odeeffannoon ga'aan hin jiru."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Garuu waanuma fedhes ta'u bineensonni yeroo hunda ni hiikamu turan, keessumaa re'oonni.\nQuestion: Re'oonni kun guyyaa guyyaan mana kuusaa keessaa miliqu. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Garuu waanuma fedhes ta'u bineensonni yeroo hunda ni hiikamu turan, keessumaa re'oonni.	Re’oonni yeroo baay’ee ni miliqu ture.	entailment	"[textblock(text='deebiin gaaffii kanaaf ""neither"" ta\'a. sababni isaas, yaadni ""re\'oonni yeroo baay\'ee ni miliqu ture"" jedhu himaa kenname keessatti hin caqafamne. himaan kenname waa\'ee re\'ootaa fi bineensota biroo yeroo hunda akka hiikaman ibsa malee waa\'ee re\'oonni yeroo baay\'ee akka miliqan hin ibsu. kanaafuu, himaa kenname irraa deebii ""true"" ykn ""false"" kennuuf ragaan gahaan hin jiru.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Garuu waanuma fedhes ta'u bineensonni yeroo hunda ni hiikamu turan, keessumaa re'oonni.\nQuestion: Re’oonni yeroo baay’ee ni miliqu ture. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Garuu waanuma fedhes ta'u bineensonni yeroo hunda ni hiikamu turan, keessumaa re'oonni.	Re’oonni kun nagaa fi tasgabbiidhaan eegamaa turan.	contradiction	"[textblock(text='deebiin gaaffii kanaaf ""neither"" ta\'a. sababni isaas:\n\n1. yaadni ""garuu waanuma fedhes ta\'u bineensonni yeroo hunda ni hiikamu turan, keessumaa re\'oonni"" jedhu re\'oonni hiikamaa akka turanis ibsa. \n\n2. garuu yaadni kun re\'oonni nagaa fi tasgabbiidhaan eegamaa akka turan hin ibsu. hiikamuu fi nagaan eegamuu wal hin fakkaatan.\n\n3. kanaafuu, yaada kenname irraa waa\'ee nagaa fi tasgabbiidhaan eegamuu re\'ootaa murteessuu hin dandeenyu. deebiin ""true"" ykn ""false"" kennuuf ragaan gahaan hin jiru. \n\nwaan ragaan gahaan hin jirreef, gaaffii kanaaf deebiin sirrii ""neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Garuu waanuma fedhes ta'u bineensonni yeroo hunda ni hiikamu turan, keessumaa re'oonni.\nQuestion: Re’oonni kun nagaa fi tasgabbiidhaan eegamaa turan. True, False, or Neither?\nAnswer:""}]}]"	neutral
