question,choices,answer,subject,output
Hirataan walii guddichaa 36 fi 90 maal ta'a?,"['6', '18', '36', '180']",B,elementary_mathematics,B) 18
Gatii 6 • 24 ÷ (8 − 5) barbaadi.,"['48', '13', '-13', '54']",A,elementary_mathematics,A) 48
Hirataan walii guddichaa 42 fi 84 maal ta'a?,"['7', '21', '42', '84']",C,elementary_mathematics,C) 42
Aadde Gutierrez kutaa jiimii ishee barattoota 32f funyoo ajajuu barbaaddi. Tokkoon tokkoon barattootaa funyoo dheerinni isaa faana-lukaa 5 fi inchii 8 ta’e ni argatu. Dheerinni funyoo waliigalaa Aadde Gutierrez daree isheef ajajuu barbaadaa jirtu meeqa ta'a?,"['faana-lukaa 106 inchii 8', 'faana-lukaa 154 inchii 8', 'faana-lukaa 160 inchii 8', 'faana-lukaa 181 inchii 4']",D,elementary_mathematics,B) faana-lukaa 154 inchii 8
Ji'a Muddee keessa manni kuusaa tooyiichaa mammaaksoota 934 gurgureera. Tokkoon tokkoon mammaaksa gibira dabalatee $6 baasa ture. Gibira dabalatee baasiin waliigalaa mammaaksoota gurguramanii meeqa ture?,"['$5,434', '$5,484', '$5,604', '$5,684']",C,elementary_mathematics,B) 434
"Safartuun, digriidhaan, kofa 1/360 geengoo tokkoo wajjin walqixa ta’e maali?","['1', '90', '180', '360']",A,elementary_mathematics,D) 360
Lakkoofsa hima kana dhugaa taasisu barbaadi: 26.1 mm = _ dm.,"['0.261', '261', '2.61', '2,610']",A,elementary_mathematics,A) 0.261
Uffanni Saalaad kan irraa hojjetame qomxaaxxee kutaa 2 zayita kutaa 5 waliin walitti makuun. Zayitiin awunsii meeqa awunsii vinegarii 9 waliin makama qaba?,"['2', '3.6', '22.5', '63']",C,elementary_mathematics,B) 3.6
Dinagdee jireenyaaf oolu dinagdeedhaan akka hin tarkaanfanne kan dhorku inni guddaan hanqina maaliiti? ,"['jijjiirraa maallaqaa', 'bu’uuraalee geejjibaa walitti hidhamiinsa gaarii qaban.', 'sochii mootummaa ', 'tajaajila baankii']",B,high_school_geography,A) jijjiirraa maallaqaa
Amalli ummanni tokko erga dhalli bakka bu’aa argamee yeroo dheeraaf guddachuu itti fufuu maal jedhama?,"['guddina baay’ina ummataa zeeroo ', 'saffisa guddina ariifataa.', 'lafa diriiraa.   madaallii walqixxummaa tasgabbii qabu eeguu', 'saffisa amala adda addaa ummata tokkoo']",D,high_school_geography,B) saffisa guddina ariifataa.
Amalli godaansaaf fageenya waliin hir'isuu maal jedhama?,"['dhiibaa sababootaa', 'harkisa sababootaa', ""hir'ina walitti dhufeenya dhiibbaa fageenyaan dhufe"", 'filannoo godaansaa']",C,high_school_geography,C) hir'ina walitti dhufeenya dhiibbaa fageenyaan dhufe
"Zooniin manneen jireenyaa galii xiqqaa qaban, geetoo sabaa fi manca’iinsa waliigalaa moodeela zoonii giddugaleessaa Burgess kan bifa magaalaa keessatti argamu of keessaa qabu isa kami?","['tokkoffaa', 'lammaffaa', 'sadaffaa', 'afraffaa']",A,high_school_geography,B) lammaffaa
Dubartoota humna hojjetaa keessa jiran ilaalchisee ibsa armaan gadii keessaa kamtu DHUGAA dha?,"[""Dubartoonni baay'een isaanii qonna keessa hojjetu"", 'Dhibbeentaan dubartoota hojii humnaa keessatti dinagdeen socho’an addunyaa guutuutti gadi bu’eera', 'Hojjetaa humnaa waliigalaa keessatti dhibbeentaan dubartootaa gadi bu’eera', 'Anglo America fi Australia irraa kan hafe naannoo hunda keessatti dubartoonni guyyaatti sa’aatii baay’ee dhiirota caalaa hojiidhaan dabarsu']",D,high_school_geography,B) Dhibbeentaan dubartoota hojii humnaa keessatti dinagdeen socho’an addunyaa guutuutti gadi bu’eera
Tokkorraan kan hafe qabxiileen armaan gadii hundinuu akka qabxiilee harkisa godaansaatti fudhatamuu danda'u ,"['nageenya.', 'haala qilleensaa fooyya’aa ta’e qaba.', 'manneen barnootaa fooyya’oo ta’an.', 'garmalee walitti qabamuu.']",D,high_school_geography,B) haala qilleensaa fooyya’aa ta’e qaba.
Biyyoota armaan gadii keessaa fakkeenya daangaa beekamaa kan hin qabne isa kami?,"['Veetinaam', 'Yuunaaytid Isteet', 'Jarman', 'Booliiviyaa']",D,high_school_geography,D) Booliiviyaa
Bifa godaansa armaan gadii keessaa hojjettoonni qonnaa biyya biraa irraa dhufan waggaa keessatti shaakaluudhaaf carraa guddaa qaban isa kami?,"['godaansa hidhataa', 'godaansa kilaastaraa', 'godaansa geengoo', 'godaansa idil-addunyaa']",C,high_school_geography,A) godaansa hidhataa
Biyya tokko keessatti humna seentirifuugii kan ta'e kanneen armaan gadii keessaa isa kami?,"['garaagarummaa amantaa', 'ayyaana biyyaalessaa', 'lola biyyaa biroodhaanii', 'hoggansa hawwataa biyyaalessaa']",A,high_school_geography,A) garaagarummaa amantaa
Qubsumni jalqabaa fi baay’inni ummataa olaanaa qarqara galaanaa fi lageen kanneen armaan gadii keessaa isa kamiin kan walqabatu gaarii dha?,"['haala qilleensa meditiraaniyaanii', ""uwwisa bosonaa daanga'e"", 'guddina oomishaa', 'daandii daldalaa argachuu']",D,high_school_geography,B) uwwisa bosonaa daanga'e
Sadarkaan jalqabaa agarsiisa ce’umsa caasaa uummataa,"['saffisa da’umsaa ol’aanaa kan qabu yoo ta’u, saffisa du’aa garuu jijijjiiramaa ta’e qaba.', ""itti fufinsaan dabaluu saffisa du'aa waliin saffisni da'umsaa gad bu'uu"", ""itti fufinsaan dabaluu saffisa du'aa waliin saffisa da'umsaa xiqqoo"", ""saffisa da'umsaa olaanaa waliin gad bu'uu saffisa du'aa ""]",A,high_school_geography,"A) Saffisa da’umsaa ol’aanaa kan qabu yoo ta’u, sadarkaa jalqabaa agarsiisa ce’umsa caasaa uummataa kan jijjiramaa fi kan qabu yoo ta’e, saffisa da’umsaa ol’aanaa kan qabu yoo ta’u. Saffisa da’umsaa ol’aanaa kan qabu yoo ta’u, saffisa du’aa waliin saffisa da’umsaa gad bu’uu.

B) Saffisa du’aa garuu jijijjiiramaa ta’e qaba, sadarkaa jalqabaa agarsiisa ce’umsa caasaa uummataa kan jijjiramaa fi kan qabu yoo ta’e, saffisa du’aa waliin saffisa da’umsaa gad bu’uu. Saffisa du’aa waliin saffisa da’umsaa gad bu’uu, saffisa du’aa waliin saffisa da’umsaa gad bu’uu.

C) Itti fufinsaan dabaluu saffisa du'aa waliin saffisni da'umsaa gad bu'uu, sadarkaa jalqabaa agarsiisa ce’umsa caasaa uummataa kan jijjiramaa fi kan qabu yoo ta’e, itti fufinsaan dabaluu saffisa du'aa waliin saffisni da'umsaa gad bu'uu. Itti fufinsaan dabaluu saffisa du'aa waliin saffisni da'umsaa gad bu'uu, itti fufinsaan dabaluu saffisa du'aa waliin saffisni da'umsaa gad bu'uu.

D) Itti fufinsaan dabaluu saffisa du'aa waliin saffisa da'umsaa xiqqoo, sadarkaa jalqabaa agarsiisa ce’umsa caasaa uummataa kan jijjiramaa fi kan qabu yoo ta’e, itti fufinsaan dabaluu saffisa du'aa waliin sa"
Istaatiksii uummataa isa kamtu sadarkaa dhala godhachuu uummanni maatii bakka bu'uu fi dafanii du'uu beenyaa kafaluuf da’umsa gahaa qofa akka qabaatu nutti hima?,"[""saffisa daa'imman dhalatanii"", ""sadarkaa bakka bu'umsaa"", ""saffisa du'aa"", 'saffisa dhala godhachuu walii galaa']",B,high_school_geography,A) saffisa daa'imman dhalatanii
Amantiin yeroo ammaa Ameerikaa keessatti saffisaan guddachaa jiru maali?,"['Islaama', 'Kiristaana', 'Hinduuyiizimii', 'Budhiizimii']",A,high_school_geography,B) Kiristaana
Iddoon jidduu magaalaa irraa xiqqoo ba'aa ta'e giddugala magaalaatti tajaajila kan kennu maal jedhama?,"['naannoo sarara diimaa', 'balbala seensaa', 'hamma garaagarummaa', 'lafa qarqara galaanaa duuba jiru']",D,high_school_geography,D) lafa qarqara galaanaa duuba jiru
hiikaan naannoo magaalaa inni gaariin,"['magaalaa giddu galeessaa fi naannoowwan ishee kan guddatan.', 'magaalaa giddu galeessaa fi naannoo ishee.', 'magaalaa giddugaleessaa fi lafa isaa qarqara galaanaa duuba jiruu', 'magaalaa giddugaleessaa fi biyyoota ollaa']",B,high_school_geography,A) magaalaa giddu galeessaa fi naannoowwan ishee kan guddatan.
Amantiiwwan armaan gadii keessaa jalqaba kan guddate kami?,"['Budhiizimii', 'Kiristaanummaa', 'Islaama', 'Hinduuyizimii']",D,high_school_geography,C) Islaama
Kanneen armaan gadii keessaa kamtu amala magaalota addunyaa miti?,"['Magaalonni addunyaa waajjira muummee korporeeshiniiwwan biyyoota ollaa hedduu of keessaa qabu.', 'Magaalonni addunyaa magaalota addunyaa sadarkaa lammaffaa waliin walitti dhufeenya gaarii qabu.', 'Magaalonni addunyaa waajjiraalee dhaabbilee biyyoota hedduu of keessaa qabu.', 'Magaalonni addunyaa walakkaa lafaa kaabaa fi dhihaa qofa keessatti argamu.']",D,high_school_geography,B) Magaalonni addunyaa magaalota addunyaa sadarkaa lammaffaa waliin walitti dhufeenya gaarii qabu.
Sirna geejjibaa gosa kamitu akkina magaalaa boca urjii qabu uume?,"['Daandiiwwan gurguddoo gara buufata xiyyaaraa magaalota walitti hidhu', 'Daandiiwwan gurguddoo naannoo gidduu magaalota walitti hidhan', 'daandii qabattoo naannoo magaalotaa ', 'konkolaataa daandii irraa fi sarara tiroolii CBD irraa baballatan']",D,high_school_geography,D) konkolaataa daandii irraa fi sarara tiroolii CBD irraa baballatan
Haala magaalaa US armaan gadii kam keessatti hawaasa karoorfame argachuu eegdu?,"[""bakka sabni murtaa'e keessa jiraatuufi kutaa hiyyeessotaan guutame"", 'naannoo magaalaa', 'CBDs', ""zoonii ce'umsaa""]",B,high_school_geography,A) bakka sabni murtaa'e keessa jiraatuufi kutaa hiyyeessotaan guutame
Koordineetiin latituudii fi longituudii iddoo tokkoo fakkeenya maaliiti,"[""naannoo idilee ta'e"", 'naannoo hojii', 'bakka sirrii', 'iddoo bakkeewwan biroo waliin wal qabatee jiru']",C,high_school_geography,"A) Naannoo idilee ta'e: Koordineetiin latituudii fi longituudii iddoo tokkoo fakkeenya, naannoo idilee ta'e jechuun, iddoo tokkoo walitti qabuun naannoo idilee ta'e jechuudha. Naannoo idilee ta'e jechuun, iddoo tokkoo walitti qabuun naannoo idilee ta'e jechuudha.

B) Naannoo hojii: Koordineetiin latituudii fi longituudii iddoo tokkoo fakkeenya, naannoo hojii jechuun, iddoo tokkoo walitti qabuun naannoo hojii jechuudha. Naannoo hojii jechuun, iddoo tokkoo walitti qabuun naannoo hojii jechuudha.

C) Bakka sirrii: Koordineetiin latituudii fi longituudii iddoo tokkoo fakkeenya, bakka sirrii jechuun, iddoo tokkoo walitti qabuun bakka sirrii jechuudha. Bakka sirrii jechuun, iddoo tokkoo walitti qabuun bakka sirrii jechuudha.

D) Iddoo bakkeewwan biroo waliin wal qabatee jiru: Koordineetiin latituudii fi longituudii iddoo tokkoo fakkeenya, iddoo bakkeewwan biroo waliin wal qabatee jiru jechuun, iddoo tokkoo walitti qabuun iddoo bakkeewwan biroo waliin wal qabatee jiru jechuudha. Iddoo bakkeewwan biroo waliin wal qabatee jiru jechuun, iddoo tokkoo walitti qabuun iddoo bakkeewwan biroo waliin wal qabatee jiru jechuudha."
Waldaan tola ooltummaa biyyoota sadii fi isaa ol madaala abbaa biyyummaa hamma tokko dhiisuuf fedhii qaban  maali?,"['sabboonummaa', 'qoqqoodinsa aangoo', 'sabboonummaa olaanaa', 'waldabalachuu']",C,high_school_geography,C) sabboonummaa olaanaa
Sababni ijoo Toomaas Maaltaas yaadrimee isaa  baay’ina ummataa  keessatti hubachuu dadhabe,"['baay’inni ummataa meeshaa jireenyaa isaaniitiin daangeffamaadha.', 'ummanni hundi  saffisa daballii qabatamaa caalaa dabaluudhaaf dandeettii qabu.', 'waraannnii fi beelli dandeettii walhormaataa ummataa ni dhorku.', 'dandeettii teknooloojii dandeettii baachuu lafaa dabaluuf']",D,high_school_geography,E) ummanni hundi saffisa qabatamaa caalaa dabaluudhaaf dandeettii qabu. F) baay’inni ummataa meeshaa jireenyaa isaaniitiin daangeffamaadha. G) waraannnii fi beelli dandeettii walhormaataa ummataa ni dhorku. H) dandeettii teknooloojii dandeettii baachuu lafaa dabaluuf. I) ummanni hundi saffisa qabatamaa caalaa dabaluudhaaf dandeettii qabu. J) baay’inni ummataa meeshaa jireenyaa isaaniitiin daangeffamaadha. K) waraannnii fi beelli dandeettii walhormaataa ummataa ni dhorku. L) dandeettii teknooloojii dandeettii baachuu lafaa dabaluuf.
Amantii lamaan kamtu amantii hunda galeessa akka ta'an kan godhan?,"['Islaamaa fi Juudiizimii', 'Juudiizimii fi Budihiizimii', 'Hinduuyiizimii fi Buudihiizimii', 'Kiristaanummaa fi Buudihiizimii']",D,high_school_geography,A) Islaamaa fi Juudiizimii
Moodeelli magaalaa kamtu naannoowwan mana jireenyaa kiraa guddaa qaban giddugala magaalattii irraa gara alaatti guddachuu isaanii daandii gurguddoo guddaa irratti jiraattonni kiraa gadi aanaa qaban tartiibaan akka fudhatan ti’oorii godha?,"['Moodeela zoonii qindoominaa', 'Moodeela iddoo giddugaleessaa', 'Moodeela mootummoota magaalaa', 'moodeela sekteraa']",D,high_school_geography,B) Moodeela iddoo giddugaleessaa
Biyyi tokko amantii ishee mootummaa ishee waliin yommuu walitti maktu maal jedhama?,"['abbaa irrummaa.', 'sirna mootummaa luboonni maqaa Waaqayyoo ykn waaqa tokkoon itti bulchan.', 'dimookiraasii', 'mootummaa nama tokkoon to’atamu']",B,high_school_geography,B) sirna mootummaa luboonni maqaa Waaqayyoo ykn waaqa tokkoon itti bulchan.
Amantiin guddaan Awurooppaa keessatti shaakalamu maali?,"['Kiristaanummaa', 'Islaama', 'Hinduuyiizimii', 'Aniimiizimii']",A,high_school_geography,A) Kiristaanummaa
baha Yunaayitid Isteetis keessatti qubsuma bu’a qabeessa ta’e isa jalqabaa kan hundeesse garee kami ?,"['Faransaay', 'Biriitish(Iniliffa, Iskootish-Aayirish, Welsh, Iskootish', 'Raashiyaa', 'Chaayinaa']",B,high_school_geography,B) Biriitish(Iniliffa
"Piraamidiin ummataa ykn caasaan umurii-saala, waa'ee baay'ina ummata biyya tokkoo odeeffannoo armaan gadii hunda agarsiisa, kan hin agarsiisne isa kami","['fedhii baasii hawaasummaa ummataa gara fuula duraa', 'dhiibbaa dhalachuun ilmaanii uummata irratti qabu', 'dhiibbaa waraanni uummata irratti qabu', ""saffisa ijaan mul'achuu amala adda addaa ummata biyya tokkoo""]",B,high_school_geography,B) dhiibbaa dhalachuun ilmaanii uummata irratti qabu
Lagni Raayiin fakkeenya daangaa gosa kamiiti?,"[""Jii'oomeetirikii"", 'Nam-tolchee', 'Uumama', 'Haareffama']",C,high_school_geography,D) Haareffama
Gosti sochii dinagdee naannoo fiizikaalaa wajjin baay’ee kan walqabatu isa kami?,"['Jalqaba', 'Lammaffaa', 'Sadaffaa', 'Afraffaa']",A,high_school_geography,B) Lammaffaa
Hojjettoonni biyyoota naannoo jiraatan harki caalaan isaanii gosa hojii kam irratti qacaramuu hin oolan?,"['Jalqaba', 'Lammaffaa', 'Sadaffaa', 'Afraffaa']",A,high_school_geography,B) Lammaffaa
"Kanneen armaan gadii tokko malee hundinuu magaala keessatti hojiiwwan bu'uura hin taanedha, isa tokko kana filadhu?","['hojjetaa magaalaa kan abidda dhaamsu', 'hojjetaa hawaasummaa', 'qulqulleessituu goggogaa.', 'hojjetaa warshaa uffata.']",D,high_school_geography,A) hojjetaa magaalaa kan abidda dhaamsu
Korporeeshiniiwwan biyyoota ollaa hojii isaanii nii raabsu,"['meeshaalee omishaa bakka baasii oomishaa olaanaa ta’etti.', ""tajaajila herregaa fi qorannoo bakka bu'a qabeessa ta’etti gaggeessuu."", 'faayidaa wal bira qabamee ilaalamu irratti hundaa’e.', 'waajjira muummee LCD keessatti argamu waliin.']",C,high_school_geography,"This text is in Afaan Oromo language. It seems to be about the importance of planning and implementing projects in a community. Here is a rough translation:

A) The project examples should be implemented in a place where everyone can see. B) It should be implemented with full understanding and knowledge of the situation. C) It should be done with the aim of benefiting everyone involved. D) It should be presented in the LCD office."
Kanneen armaan gadii keessaa guddina teessuma lafa alluvial wajjin xiqqeenyaan kan walqabatu kami?,"['Haguuggii gadi fagoo meeshaalee laafoo', 'olaantummaa sigiga laafaa', ""yaa'aa yeroo hedduu"", 'addaan dhodhohuu fi lolaa gad fagoo']",D,high_school_geography,B) olaantummaa sigiga laafaa
Qabeenya uumamaa industirii ammayyaatiif barbaachisu irratti kanneen armaan gadii keessaa isa kamtu XIQQOO of danda’a?,"['Yuunaaytid Isteet', 'Jaappaan', 'Faransaay', 'Yuunaaytid Kiingdam']",B,high_school_geography,B) Jaappaan
Bu’aan kallattii bahaa–dhihaa sirna gaarreen Alpaayinii fi dirree kaabaa Awurooppaa dhihaa fi giddugaleessaa keessaa tokko jechuun akkas jechuudha,"['haala qilleensa galaanaa Awurooppaa naannoo qarqara galaanaa qofatti daangessa', 'kibbaa fi kaaba Awurooppaa gidduutti qunnamtiidhaaf koridoorii ni kenna', 'haala qilleensaa galaanaa fakkaatu gara bahaatti gara Jarmanii fi Poolaanditti akka babal’atu dandeessisa', 'sochii ummataa kutaalee naannoo Meditiraaniyaanii gidduutti bu’a qabeessaan ni ittisa']",C,high_school_geography,"A) Haala qilleensa galaanaa Awurooppaa naannoo qarqara galaanaa qofatti daangessa jechuudhaan, bu'aan kallattii bahaa-dhihaa sirna gaarreen Alpaayinii fi dirree kaabaa Awurooppaa dhihaa fi giddugaleessaa keessaa tokko jechuudha. Kanaaf, haala qilleensaa galaanaa Awurooppaa naannoo qarqara galaanaa qofatti daangessa jechuudha.

B) Kibbaa fi kaaba Awurooppaa gidduutti qunnamtiidhaaf koridoorii ni kenna jechuudhaan, bu'aan kallattii bahaa-dhihaa sirna gaarreen Alpaayinii fi dirree kaabaa Awurooppaa dhihaa fi giddugaleessaa keessaa tokko jechuudha. Kanaaf, kibbaa fi kaaba Awurooppaa gidduutti qunnamtiidhaaf koridoorii ni kenna jechuudha.

C) Haala qilleensaa galaanaa fakkaatu gara bahaatti gara Jarmanii fi Poolaanditti akka babal’atu dandeessisa jechuudhaan, bu'aan kallattii bahaa-dhihaa sirna gaarreen Alpaayinii fi dirree kaabaa Awurooppaa dhihaa fi giddugaleessaa keessaa tokko jechuudha. Kanaaf, haala qilleensaa galaanaa fakkaatu gara bahaatti gara Jarmanii fi Poolaanditti akka babal’atu dandeessisa jechuudha.

D) Sochii ummataa kutaalee naannoo Meditiraaniyaanii gidduutti bu’a qabeessaan ni ittisa jechuudhaan, bu'aan kallattii bahaa-dhihaa sirna gaarreen Alpaayinii fi dirree kaabaa Awurooppaa dhihaa fi giddugaleessaa ke"
Walxaxaan mana qulqullummaa Hindu guddaan hanga ammaatti ijaarame kan argamu,"['Kaalkutaa.', 'Boombaay.', 'Kaamboodiyaa.', 'Baalii.']",C,high_school_geography,A) Kaalkutaa.
Jecha kamtu humnoota biyya tokko tokkoomsuu fi cimsan ibsa?,"[""Faca'insa"", 'Seentiriifuugaal', 'Seentiriioiitaal', 'Saba giddu galeessa kan godhate']",C,high_school_geography,D) Saba giddu galeessa kan godhate
Himoota armaan gadii keessaa kamtu hojiirra oolmaa S-kaarvii akka gaariitti ibsa?,"['Giraaphii godaansa Baantuu', ""Giraaphii guddina baay'ina ummata namaa erga jalqaba lafa irratti mul'atanii kaasee"", 'Chaartii magaalonni baay’ina ummata isaanii irratti hundaa’uun akkamitti akka walitti hidhaman agarsiisu', 'Moodeela biyyoota hedduu erga industiriidhaan guddatanii booda guddinni baay’ina ummataa hir’achuu agarsiisu']",D,high_school_geography,B) Giraaphii guddina baay'ina ummata namaa erga jalqaba lafa irratti mul'atanii kaasee
Wantoota armaan gadii keessaa kamtu mootummaaf danqaa miti?,"[""koorpooreeshinii ce'umsaa"", 'EU', 'Dhaabbata daldalaa addunyaa', 'neetwoorkii geejibaa gaarii']",D,high_school_geography,A) koorpooreeshinii ce'umsaa
"Gareen ispoortii biyyoolessaa, alaabaa, faaruu biyyaalessaa fi ayyaanni biyyaalessaa hundi isaanii kan beeksisan","['sabboonummaa.', 'jibba amantaa nama biraa.', 'jeequmsa siyaasaa.', 'falmii hojii.']",A,high_school_geography,A) sabboonummaa.
"Adeemsi godaantotni duudhaa, afaanii fi aadaa biyya isaanii haaraa itti baratan maal jedhama","['walsimachuu.', 'jijjiirama aadaa.', 'madaquu.', 'walitti makamuu.']",B,high_school_geography,A) walsimachuu.
"Kanneen armaan gadii keessaa isa kam irratti fageenya teessuma lafaa dhugaa, kallattii dhugaa, guddina dhugaa fi boca dhugaa sirritti agarsiisuu danda’a?","['Projekshinii Mercator ', 'Giloobii', 'Projekshinii Conic', 'Projekshinii Gnomonic ']",B,high_school_geography,B) Giloobii
Kanneen armaan gadii keessaa kamtu akka gocha iddoo giddugaleessaa sadarkaa olaanaatti fudhatamuu danda’a?,"['Mana gurgurtaa nyaataa fi dhugaatii Winn-Dixie', 'Bakka gurgurtaa Mercedes-Benz jedhamu', 'Mana Kophee', 'Doktora maatii']",B,high_school_geography,A) Mana gurgurtaa nyaataa fi dhugaatii Winn-Dixie
Ogeessi teessuma lafaa hawaasa magaalaa US bara 1920moota keessa ture akka tuuta gingilchaawwan giddugaleessa ta’anii fi wiirtuu giddugaleessaa irraa gara alaatti balaqqeessa’anitti ilaale kami?,"['Rostoow', 'Ravenisteeyin', 'Voon Tuuneen', 'Bargees']",D,high_school_geography,B) Ravenisteeyin
"Ganama mana barumsaa dhaquuf, HUNDI keenya kana akka qajeelfama keenyaatti fayyadamna.","['Atlaas Daandii Raand-Maaknaali.', 'giloobii adunyaa.', 'kaartaa daandii.', 'kaartaa sammuu.']",D,high_school_geography,A) Atlaas Daandii Raand-Maaknaali.
Kanneen keessaa kaartaan iskeelii kaartaa isa xiqqaa fayyadamu kaartaa kam ta’a ture,"['addunyaa.', 'Atilaantaa, Joorjiyaa.', ""MeeyinIstriitii, Ismool Taawonii, Ohi'oo"", 'Peenisiyilivaaniyaa.']",A,high_school_geography,B) Atilaantaa
Daangaan kanaan dura beekumsi teessuma lafaa fi kaartaan of eeggannoo qabu osoo hin jiraatin uumame maal jedhama,"['daangaa kan duraa.', ""daangaa ji'oomeetirii."", 'daangaa hin jirre garuu ammas kan teessuma lafaarra jiru.', 'daangaa itti aanu.']",A,high_school_geography,"A) Daangaa kan duraa beekumsi teessuma lafaa fi kaartaan of eeggannoo qabu jedhama. Kanaaf, daangaa kan duraa jedhama jechuun, daangaa kan duraa beekumsi teessuma lafaa fi kaartaan of eeggannoo qabu jedhama jechuudha.

B) Daangaa ji'oomeetirii beekumsi teessuma lafaa fi kaartaan of eeggannoo qabu jedhama. Kanaaf, daangaa ji'oomeetirii jedhama jechuun, daangaa ji'oomeetirii beekumsa teessuma lafaa fi kaartaan of eeggannoo qabu jedhama jechuudha.

C) Daangaa hin jirre garuu ammas kan teessuma lafaarra jiru beekumsi teessuma lafaa fi kaartaan of eeggannoo qabu jedhama. Kanaaf, daangaa hin jirre garuu ammas kan teessuma lafaarra jiru jedhama jechuun, daangaa hin jirre garuu ammas kan teessuma lafaarra jiru beekumsa teessuma lafaa fi kaartaan of eeggannoo qabu jedhama jechuudha.

D) Daangaa itti aanu beekumsi teessuma lafaa fi kaartaan of eeggannoo qabu jedhama. Kanaaf, daangaa itti aanu jedhama jechuun, daangaa itti aanu beekumsa teessuma lafaa fi kaartaan of eeggannoo qabu jedhama jechuudha."
