question,answer,prompt,gpt_4
"Billy azali kopalola mpe kokata mbálá mpo na kolamba salade ya mbálá mpo na barbecue ya monene ya libota. Lokola ezali likambo ya monene, azali na mbálá 60 ya kopalola. Ba mbálá ezali mwa ndenge moko na monene, esengeli na ngonga ya kokokana mpo ya kopalola mpe kokata. Esengeli na Billy minutes moko na ndambo mpo na kopalola mbálá moko, kasi 5 seconde kaka mpo na kokata. Motuya boni ya ngonga esengeli na Billy mpo na kosilisa kolamba mbálá ?",95,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBilly azali kopalola mpe kokata mbálá mpo na kolamba salade ya mbálá mpo na barbecue ya monene ya libota. Lokola ezali likambo ya monene, azali na mbálá 60 ya kopalola. Ba mbálá ezali mwa ndenge moko na monene, esengeli na ngonga ya kokokana mpo ya kopalola mpe kokata. Esengeli na Billy minutes moko na ndambo mpo na kopalola mbálá moko, kasi 5 seconde kaka mpo na kokata. Motuya boni ya ngonga esengeli na Billy mpo na kosilisa kolamba mbálá ?\n'}]",65
"Juan na ndeko na ye Carlos batekaka ba limonade. Mpo na gallon nyoso babebisi 3 $ na ndimo ngai mpe 2 $ ya sukali. Bazwi verre 20 ya limonade mpe bateki yango na 0,50 $ na verre. Soki basali matabisi ya 25$, motuya boni babebisi mpo na ndimo ngai ?",15,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJuan na ndeko na ye Carlos batekaka ba limonade. Mpo na gallon nyoso babebisi 3 $ na ndimo ngai mpe 2 $ ya sukali. Bazwi verre 20 ya limonade mpe bateki yango na 0,50 $ na verre. Soki basali matabisi ya 25$, motuya boni babebisi mpo na ndimo ngai ?\n'}]",45
"Na bokimi mbangu moko esangisi 240 ba asiatique, 80 kati na bango ezalaki ba japonais mpe basusu ba chinois. Soki motuya ya bana mibali na ekipi ya ba chinois ezalaki 60, motuya boni ya bana basi bazalaki na ekipi moko wana?",100,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNa bokimi mbangu moko esangisi 240 ba asiatique, 80 kati na bango ezalaki ba japonais mpe basusu ba chinois. Soki motuya ya bana mibali na ekipi ya ba chinois ezalaki 60, motuya boni ya bana basi bazalaki na ekipi moko wana?\n'}]",160
"Zaid abebisi 1/4 na lifuta na ye ya ndako, 1/3 mpo na carburant ya motuka na ye mpe apesi ndambo ya mosolo etikali na association ya bolingani. Apesi 200 $ na mwana na ye ya mwasi mpo na makombo na ye na poso mpe 700 $ na mwasi na ye mpo na biloko ya kolia ya ndako. Soki Zaid azwi 6 000 $ na sanza, motuya boni ya mbongo akotikala na yango na nsima ya kobebisa mpe kokaba ?",350,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nZaid abebisi 1/4 na lifuta na ye ya ndako, 1/3 mpo na carburant ya motuka na ye mpe apesi ndambo ya mosolo etikali na association ya bolingani. Apesi 200 $ na mwana na ye ya mwasi mpo na makombo na ye na poso mpe 700 $ na mwasi na ye mpo na biloko ya kolia ya ndako. Soki Zaid azwi 6 000 $ na sanza, motuya boni ya mbongo akotikala na yango na nsima ya kobebisa mpe kokaba ?\n'}]",2200
"Rani azali na crabe (lingato) zomi ya koleka Monique, azali na crabe 4 na nse ya Bo. Koyeba ete Bo azali na crabe 40, sala calcul ya motuya nyoso ya crabe.",122,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRani azali na crabe (lingato) zomi ya koleka Monique, azali na crabe 4 na nse ya Bo. Koyeba ete Bo azali na crabe 40, sala calcul ya motuya nyoso ya crabe.\n'}]",84
Lloyd azwaka 10 $ na ngonga na kopesa mateya ya mathematique. Apesi ngonga 5 ya mateya na poso ya liboso mpe ngonga 8 na poso elandi. Motuya boni alongi mpo na poso mibale ya liboso ?,130,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nLloyd azwaka 10 $ na ngonga na kopesa mateya ya mathematique. Apesi ngonga 5 ya mateya na poso ya liboso mpe ngonga 8 na poso elandi. Motuya boni alongi mpo na poso mibale ya liboso ?\n'}]",90
"Bato mibale bakoluka ete bapono bango na ebonga ya motindi ya kelasi na eteyelo ya Sarai. Soki molongi azwi 3/4 ya maloba mpe motuya nyoso ya bayekoli oyo bavote ezali 80, sala calcul ya motuya ya maloba bapesi na oyo alongi te ?",20,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBato mibale bakoluka ete bapono bango na ebonga ya motindi ya kelasi na eteyelo ya Sarai. Soki molongi azwi 3/4 ya maloba mpe motuya nyoso ya bayekoli oyo bavote ezali 80, sala calcul ya motuya ya maloba bapesi na oyo alongi te ?\n'}]",20
"Sandra, fleuriste ya litumu, asepeli te na komemela ya kokoka te esalemi na Fred. Sandra abengaki mbala minei ba rose ya motane koleka œillet ya mpembe. Abengaki lisusu lys 200 ya calla ya rose, lokola ete mbala mitano motango ya œillet ya mpembe. Sandra akani kobongola mopesi soki ba rose ya motane oyo ezangi batiki te liboso ya ngonga 17. Mpo na kobatela Sandra lokola cliente, motuya boni ya rose ya motane Fred asengeli komema liboso ya ngonga 17 ?",160,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSandra, fleuriste ya litumu, asepeli te na komemela ya kokoka te esalemi na Fred. Sandra abengaki mbala minei ba rose ya motane koleka œillet ya mpembe. Abengaki lisusu lys 200 ya calla ya rose, lokola ete mbala mitano motango ya œillet ya mpembe. Sandra akani kobongola mopesi soki ba rose ya motane oyo ezangi batiki te liboso ya ngonga 17. Mpo na kobatela Sandra lokola cliente, motuya boni ya rose ya motane Fred asengeli komema liboso ya ngonga 17 ?\n'}]",800
"jean aza Na mbula mibale koleka marc. ba mbula mibale ya sima, Marc azalaki Na mbula 5 ya koleka kati kati yambuka ya Jan. Soko Jan azali Na mbula 30, mbula ya Jean eza boni?",23,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \njean aza Na mbula mibale koleka marc. ba mbula mibale ya sima, Marc azalaki Na mbula 5 ya koleka kati kati yambuka ya Jan. Soko Jan azali Na mbula 30, mbula ya Jean eza boni?\n'}]",32
"Ba ekipi mibale ya athlétisme ba ndongbani na mbangu ya 400 mètre, mbangu moko epai wapi ekipi nyoso ezali na bato minie oyo bazali kopota 400 mètre, to na tour ya piste ya malamu. Moko ya ba ekipi mibale ezali makasi mpe bato na ye bakosala 400 mètre na 55 seconde. Ekipi mosusu eza makasi te. Mokimi mbangu na ye ya liboso asali 400 mètre na 60 seconde, mpe mokimi mbangu alandi asali 3 seconde ya likolo koleka ya liboso. Na kotalaka ba information oyo, na motuya boni ya seconde ekipi ya mbangu makasi akolonga ?",2,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBa ekipi mibale ya athlétisme ba ndongbani na mbangu ya 400 mètre, mbangu moko epai wapi ekipi nyoso ezali na bato minie oyo bazali kopota 400 mètre, to na tour ya piste ya malamu. Moko ya ba ekipi mibale ezali makasi mpe bato na ye bakosala 400 mètre na 55 seconde. Ekipi mosusu eza makasi te. Mokimi mbangu na ye ya liboso asali 400 mètre na 60 seconde, mpe mokimi mbangu alandi asali 3 seconde ya likolo koleka ya liboso. Na kotalaka ba information oyo, na motuya boni ya seconde ekipi ya mbangu makasi akolonga ?\n'}]",20
Jerry abuaki mbuma ya jeu de six. probabilité Nini (Na pourcentage) azua motango Oyo ezali likolo ya 3 na esika ya motango Moko ekabolamaka na mibale mbala mibale ya kolandana?,25,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJerry abuaki mbuma ya jeu de six. probabilité Nini (Na pourcentage) azua motango Oyo ezali likolo ya 3 na esika ya motango Moko ekabolamaka na mibale mbala mibale ya kolandana?\n'}]",50
"Jenna Na mama na ye ba buki ba pomme ya ferme. jenna lokoti mbale mibale moke ba pomme ke mama na ye. soki mama na ye alokoti yango 20, ba pomme boni Bango mibale ba lokoti ",30,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJenna Na mama na ye ba buki ba pomme ya ferme. jenna lokoti mbale mibale moke ba pomme ke mama na ye. soki mama na ye alokoti yango 20, ba pomme boni Bango mibale ba lokoti \n'}]",40
"Russell asalaka na ndako ya ba niama mpe kokabola matiti na ba niama. Ba mpoko bakaboli na biteni 3 ya ndako na liboke ya monene ya kokokana mpe mpoko nyoso akozwa biteni 6 ya matiti. Ezali na ndako 10 ya hamsters. Moko na bango azali ye moko na ndako na ye mpe akozwa biteni 5 ya matiti. Ezali mpe na lopango ya ba lapin epai wapi bakokabola biteni 20 ya matiti. Matiti moko te basalelaka yango libanda ya magasin. Soki 160 biteni ya matiti bakaboli na ba niama ya mike, motuya boni ya ba mpoko ezali na ndako moko na moko ?",5,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRussell asalaka na ndako ya ba niama mpe kokabola matiti na ba niama. Ba mpoko bakaboli na biteni 3 ya ndako na liboke ya monene ya kokokana mpe mpoko nyoso akozwa biteni 6 ya matiti. Ezali na ndako 10 ya hamsters. Moko na bango azali ye moko na ndako na ye mpe akozwa biteni 5 ya matiti. Ezali mpe na lopango ya ba lapin epai wapi bakokabola biteni 20 ya matiti. Matiti moko te basalelaka yango libanda ya magasin. Soki 160 biteni ya matiti bakaboli na ba niama ya mike, motuya boni ya ba mpoko ezali na ndako moko na moko ?\n'}]",30
"Mandy azali na niongo ya 100 $ epai ya Benedict. Bayokani na intérêt ya 2 % na sanza. Soki Mandy akoki kofuta mbongo oyo na nsuka ya sanza 3, mosolo boni asengeli kopesa na Benoit ?",106,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMandy azali na niongo ya 100 $ epai ya Benedict. Bayokani na intérêt ya 2 % na sanza. Soki Mandy akoki kofuta mbongo oyo na nsuka ya sanza 3, mosolo boni asengeli kopesa na Benoit ?\n'}]",106.12
"Moto ya mombongo asombi ndambo ya sac ya blé epai ya moloni bilanga na ntalo ya 20$ na sac. Koyeba ete komema sac moko na elanga kino na ebombelo na ntalo ya 2$ mpe ba sac nyoso bateki na 30$ na sac mpo na matabisi nyoso ya 400 $, motuya boni ya sac bateki ?",50,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMoto ya mombongo asombi ndambo ya sac ya blé epai ya moloni bilanga na ntalo ya 20$ na sac. Koyeba ete komema sac moko na elanga kino na ebombelo na ntalo ya 2$ mpe ba sac nyoso bateki na 30$ na sac mpo na matabisi nyoso ya 400 $, motuya boni ya sac bateki ?\n'}]",25
"Baninga misato babebisi 20,25 $ mpo na 3 billet ya kokota na foire. Babebisi lisusu 4,50 $ na nse mpo na bilei na ndenge babebisi te mpo na billet. Basali tour 2 ya manege mpo na 33 $ na tour. Soki bayokani kokabola frais ndenge moko, motuya boni moko na moko akofuta ?",34,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBaninga misato babebisi 20,25 $ mpo na 3 billet ya kokota na foire. Babebisi lisusu 4,50 $ na nse mpo na bilei na ndenge babebisi te mpo na billet. Basali tour 2 ya manege mpo na 33 $ na tour. Soki bayokani kokabola frais ndenge moko, motuya boni moko na moko akofuta ?\n'}]",57
jean Azo buka ba pêche Na 3 heures. azo zua ba 2 pêche Na miniti Moko. ba pêche boni ako zua ?,360,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \njean Azo buka ba pêche Na 3 heures. azo zua ba 2 pêche Na miniti Moko. ba pêche boni ako zua ?\n'}]",5
mabata baza Na posa ya 3.5 livres ya ba insectes Na mposo PONA ko bika. ba livres ya insectes boni esengeli Na mokolo PONA likoke ya mabata zomi?,5,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nmabata baza Na posa ya 3.5 livres ya ba insectes Na mposo PONA ko bika. ba livres ya insectes boni esengeli Na mokolo PONA likoke ya mabata zomi?\n'}]",7
"Tom alonaka 10 nzetes na mbula Moko. akataka PE ba 2 nzetes na mbula Moko. abandi Na 50 nzetes. Na sima ya ba mbula 10, 30% ya ba Nzetes ekufi. atikali Na ba Nzetes boni?",91,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nTom alonaka 10 nzetes na mbula Moko. akataka PE ba 2 nzetes na mbula Moko. abandi Na 50 nzetes. Na sima ya ba mbula 10, 30% ya ba Nzetes ekufi. atikali Na ba Nzetes boni?\n'}]",32
"Sue afandaka na quartier epai wapi eza kitoko. Mokolo moko ya samedi, bato ya penepene bazwi mokano ya kosala ye farce. Vendredi na ntongo, batiyi flamant 18 ya rose na plastique na elanga na ye. Samedi na ntongo, bato ya penepene balongoli moko ya misato ya flamant ya rose mpe batiyi yango langi ya mpembe mpe bazongisi lisusu na elanga ya Sue. Lisusu dimanche na ntongo, babakisi flamant 18 ya rose ya plastique na lisanga lia biloko. Na midi, na dimanche, motuya boni ya flamant ya rose na plastique ezalaki mingi koleka oyo ya flamant ya mpembe ?",24,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSue afandaka na quartier epai wapi eza kitoko. Mokolo moko ya samedi, bato ya penepene bazwi mokano ya kosala ye farce. Vendredi na ntongo, batiyi flamant 18 ya rose na plastique na elanga na ye. Samedi na ntongo, bato ya penepene balongoli moko ya misato ya flamant ya rose mpe batiyi yango langi ya mpembe mpe bazongisi lisusu na elanga ya Sue. Lisusu dimanche na ntongo, babakisi flamant 18 ya rose ya plastique na lisanga lia biloko. Na midi, na dimanche, motuya boni ya flamant ya rose na plastique ezalaki mingi koleka oyo ya flamant ya mpembe ?\n'}]",15
"violetta alingi asomba ba crayons ya sika. aza Na posa Na yango Na 5 langi Yako kesana PE abongisi20$ PONA kosamba yango. ko yeba été crayon Moko eza Na talo ya 2$, échange bako zongisela ye eza boni?",10,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nvioletta alingi asomba ba crayons ya sika. aza Na posa Na yango Na 5 langi Yako kesana PE abongisi20$ PONA kosamba yango. ko yeba été crayon Moko eza Na talo ya 2$, échange bako zongisela ye eza boni?\n'}]",15
"biki Moko eza Na Talo Moko na crayon PE gomme esangani. soki Crayon eza na Talo ya 1.20$ PE gomme 0.30$ , Talo ya ba biki 8 eza boni? ",12,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nbiki Moko eza Na Talo Moko na crayon PE gomme esangani. soki Crayon eza na Talo ya 1.20$ PE gomme 0.30$ , Talo ya ba biki 8 eza boni? \n'}]",11.20
"esengeli kokabola 200 livres ya carottes na 40 restaurant Na engumba Fulani. Soko restaurant Moko na Moko esengeli ezua 2 livres ya carottes, ba livre ya carotte boni eko salelama te?",120,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nesengeli kokabola 200 livres ya carottes na 40 restaurant Na engumba Fulani. Soko restaurant Moko na Moko esengeli ezua 2 livres ya carottes, ba livre ya carotte boni eko salelama te?\n'}]",160
"Na engumba ya Soda, ezali na 23 786 bato. 8 417 kati na bango ezali mibali mpe 9 092 basi. Bato batikali ezali bana. Motuya boni ya bana bazali na Soda ?",6277,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNa engumba ya Soda, ezali na 23 786 bato. 8 417 kati na bango ezali mibali mpe 9 092 basi. Bato batikali ezali bana. Motuya boni ya bana bazali na Soda ?\n'}]",6277
"Na ebandela, Elain azalaki na 20 carte ya pokemon. Alokoti mbala misato koleka na nsuka ya sanza. Na kati ya sanza ya mibale, alokoti 20 carte na nse na oyo alokotaki na sanza ya liboso. Na kati ya sanza ya misato, alokoti mbala mibale motango ya nyoso ya carte alokoti na ba sanza mibale ya liboso. Motuya boni ya carte ya pokemon azali na yango sikoyo ?",320,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNa ebandela, Elain azalaki na 20 carte ya pokemon. Alokoti mbala misato koleka na nsuka ya sanza. Na kati ya sanza ya mibale, alokoti 20 carte na nse na oyo alokotaki na sanza ya liboso. Na kati ya sanza ya misato, alokoti mbala mibale motango ya nyoso ya carte alokoti na ba sanza mibale ya liboso. Motuya boni ya carte ya pokemon azali na yango sikoyo ?\n'}]",110
"Marc azali réviseur. Abongisaka motango moko ya ba phrase poso nyoso mpo na ba editeur ya kokesena, bafutaka ye na ntalo ya kokesena. Editeur B afutaka Marc mbala mibale koleka editeur A. Marc abongisaka na nyoso 1 000 phrase na poso, kasi editeur A apesaka ye nkama 5 na phrase. Motuya boni Marc akozwa na poso, na centime ?",7500,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMarc azali réviseur. Abongisaka motango moko ya ba phrase poso nyoso mpo na ba editeur ya kokesena, bafutaka ye na ntalo ya kokesena. Editeur B afutaka Marc mbala mibale koleka editeur A. Marc abongisaka na nyoso 1 000 phrase na poso, kasi editeur A apesaka ye nkama 5 na phrase. Motuya boni Marc akozwa na poso, na centime ?\n'}]",1500
"Baldur akotoka mai na libulu. Atoki katini 5 na ntongo mpe katini 6 na mpokwa. Soki katini moko ezali na 5 litele ya mai, motuya boni ya litele ya mai akozwa mikolo nyoso ?",55,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBaldur akotoka mai na libulu. Atoki katini 5 na ntongo mpe katini 6 na mpokwa. Soki katini moko ezali na 5 litele ya mai, motuya boni ya litele ya mai akozwa mikolo nyoso ?\n'}]",55
"Jean azwi prix moko ya mosala. Prix oyo etali prime moko ya 5 000 $ na mpe kobakisa lifuta na 5 %. Soki alongi 2 000 $ na poso, poso nyoso na mbula, mpe azwi prix mokolo ya liboso na mbula, motuya boni ya mosolo azwi na mbula wana ?","114,200","[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJean azwi prix moko ya mosala. Prix oyo etali prime moko ya 5 000 $ na mpe kobakisa lifuta na 5 %. Soki alongi 2 000 $ na poso, poso nyoso na mbula, mpe azwi prix mokolo ya liboso na mbula, motuya boni ya mosolo azwi na mbula wana ?\n'}]",5250
"Josie aloni ba raisins na elanga na ye ya 10 acres. Abimisi tonne 5 ya raisin na mbula na acre nyoso, mpe tonne nyoso ya raisin ebimisi baril 2 ya masanga. Motuya boni ya baril ya masanga elanga na ye ekobimisa na mbula ?",100,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJosie aloni ba raisins na elanga na ye ya 10 acres. Abimisi tonne 5 ya raisin na mbula na acre nyoso, mpe tonne nyoso ya raisin ebimisi baril 2 ya masanga. Motuya boni ya baril ya masanga elanga na ye ekobimisa na mbula ?\n'}]",100
"fromage eza bileyi Oyo Carl alela makasi. il lié sandwich Moko mikolo nionso ya mposo na tongo PE asalali biteni 2 ya fromage na sandwich Moko Moko. alié maki ya kokalinga na fromage PE ba maki Na tongo mikolo 3 Na mposo, Na kosalela eteni Moko ya komeka na maki ya ko kolinga Oyo aza salela Na sandwich. asali plat ya minene ya macaroni na fromage PONA kosala Na makoki ya ko lamba bileyi ya midi mposo Oyo PE kosalela 8 biteni ya fromage nakati ya kolamba na ye. biteni boni ya fromage asaleli na nionso?",31,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nfromage eza bileyi Oyo Carl alela makasi. il lié sandwich Moko mikolo nionso ya mposo na tongo PE asalali biteni 2 ya fromage na sandwich Moko Moko. alié maki ya kokalinga na fromage PE ba maki Na tongo mikolo 3 Na mposo, Na kosalela eteni Moko ya komeka na maki ya ko kolinga Oyo aza salela Na sandwich. asali plat ya minene ya macaroni na fromage PONA kosala Na makoki ya ko lamba bileyi ya midi mposo Oyo PE kosalela 8 biteni ya fromage nakati ya kolamba na ye. biteni boni ya fromage asaleli na nionso?\n'}]",28
Janet azali na bikomeli 22 ya vert mpe bikomeli 10 ya jaune. Na nsima asombi sac 6 ya bikomeli ya blue mpe sac 2 ya bikomeli ya motane. Sac nyoso ya bikomeli ya blue ezalaki 9 mpe sac nyoso ya bikomeli ya motane 6. Motuya boni ya bikomeli Janet azali na yango sikoyo ?,98,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJanet azali na bikomeli 22 ya vert mpe bikomeli 10 ya jaune. Na nsima asombi sac 6 ya bikomeli ya blue mpe sac 2 ya bikomeli ya motane. Sac nyoso ya bikomeli ya blue ezalaki 9 mpe sac nyoso ya bikomeli ya motane 6. Motuya boni ya bikomeli Janet azali na yango sikoyo ?\n'}]",85
"Brinkley azali Na kelasi ya matematiki ya M. Bert. Oyo asalisaka ba examen motoba Na mposo. apesaka nzela na Bana kelasi ya kolongola ba point ya mabe Na semestre. soki, tango ya ba examen mitano ya yambo, Brinkley a zuaki ba point Oyo elandi 89, 71, 100 PE 86, point Nini esengeli Na ye kozua Na examen ya motoba bo ete azua 93 Na nionso?",98,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBrinkley azali Na kelasi ya matematiki ya M. Bert. Oyo asalisaka ba examen motoba Na mposo. apesaka nzela na Bana kelasi ya kolongola ba point ya mabe Na semestre. soki, tango ya ba examen mitano ya yambo, Brinkley a zuaki ba point Oyo elandi 89, 71, 100 PE 86, point Nini esengeli Na ye kozua Na examen ya motoba bo ete azua 93 Na nionso?\n'}]",91
"Michael alela ko kumba vélo makasi. asalaka yamgo mbala 5 Na mposo PE asalaka 25 km mbala nionso. asali yango Na ba mposo 4, PE Na sima azuaki mokano ya kosala yango kaka mbala 2 Na mposo, Kasi a kumbaki 60km tango nionso, asali bongo na ba mposo 3. combiend de kilomètres Micheal a sali na nionso?",860,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMichael alela ko kumba vélo makasi. asalaka yamgo mbala 5 Na mposo PE asalaka 25 km mbala nionso. asali yango Na ba mposo 4, PE Na sima azuaki mokano ya kosala yango kaka mbala 2 Na mposo, Kasi a kumbaki 60km tango nionso, asali bongo na ba mposo 3. combiend de kilomètres Micheal a sali na nionso?\n'}]",460
"sakoshi ya ba bonbon ya Halloween ya joe ezali na 25 barre ya chocolat PE 80 pommes ya confites. Barre Moko Moko ezali ko peze mbala mibale kilo ya pomme confite.soki barre ya chocolat ezo peze 40g, kilo ya gramme ya sac ya joe eza boni?",2600,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nsakoshi ya ba bonbon ya Halloween ya joe ezali na 25 barre ya chocolat PE 80 pommes ya confites. Barre Moko Moko ezali ko peze mbala mibale kilo ya pomme confite.soki barre ya chocolat ezo peze 40g, kilo ya gramme ya sac ya joe eza boni?\n'}]",3720
"Moko ya yambo, rose akendaki ko somba 4 Gato na magazin. mokolo ya mibale , Elle asombaki mbala misato koleka ba Gato na magazin mususu. mokolo ya misato, akendaki na magazin mususu lisumu PE a sombaki mbala mitano quantité ya go-to Oyo ya mokolo ya mibale. ba Gato boni asombaki Na nionso Na mikolo misatu Oyo? ",76,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMoko ya yambo, rose akendaki ko somba 4 Gato na magazin. mokolo ya mibale , Elle asombaki mbala misato koleka ba Gato na magazin mususu. mokolo ya misato, akendaki na magazin mususu lisumu PE a sombaki mbala mitano quantité ya go-to Oyo ya mokolo ya mibale. ba Gato boni asombaki Na nionso Na mikolo misatu Oyo? \n'}]",32
Ntuku mibale ya ba zomi na mibale ya ba tasse eza na motuya ya 1 200 $ ya kolongola motuya ya nyoso ya ndambo ya zomi na mibale ya basani ya koteka na 6 00 $ na moko. Sala calcul ya ntalo ya tasse moko.,145,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNtuku mibale ya ba zomi na mibale ya ba tasse eza na motuya ya 1 200 $ ya kolongola motuya ya nyoso ya ndambo ya zomi na mibale ya basani ya koteka na 6 00 $ na moko. Sala calcul ya ntalo ya tasse moko.\n'}]",50
"Sara alingi asomba abakos ya sika PE ba paires ya sapatu. abakos Oyo aponi eza Na Talo ya 30$ PE paire ya sabatu esa 20$. Sara a kipaka Bana ya voisin mbala 4 PE a azuaka 5$ na mbala Moko. baboti ba pesaka ye 4$ tango nionso Oyo akataka pelouse. soki Sara a déjà Na ekonzo ya 10$ yambo a Banda kosala mosala ya ko tikala na bana, mbala boni esengeli Na ye kokata pelouse yambo akoka ko misombela abakos na ba sabatu?",10,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSara alingi asomba abakos ya sika PE ba paires ya sapatu. abakos Oyo aponi eza Na Talo ya 30$ PE paire ya sabatu esa 20$. Sara a kipaka Bana ya voisin mbala 4 PE a azuaka 5$ na mbala Moko. baboti ba pesaka ye 4$ tango nionso Oyo akataka pelouse. soki Sara a déjà Na ekonzo ya 10$ yambo a Banda kosala mosala ya ko tikala na bana, mbala boni esengeli Na ye kokata pelouse yambo akoka ko misombela abakos na ba sabatu?\n'}]",4
"Jerry azali kobokola nsoso. Nsoso ya motane bakobota maki 3 na mokolo, mpe ya mpembe maki 5 na mokolo. Jerry akolokota mikolo nyoso maki 42. Soki ezali na nsoso ya mpembe mibale koleka na ba oyo ya motane, motuya ya nsoso ya motane boni bazali ?",4,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJerry azali kobokola nsoso. Nsoso ya motane bakobota maki 3 na mokolo, mpe ya mpembe maki 5 na mokolo. Jerry akolokota mikolo nyoso maki 42. Soki ezali na nsoso ya mpembe mibale koleka na ba oyo ya motane, motuya ya nsoso ya motane boni bazali ?\n'}]",4
"Gary alingi kotambola pembeni ya parc ya mboka, ezali na lolenge ya rectangle ya 1,5 mile likolo ya 6. Soki atamboli na 3 mile na ngonga, ngonga boni ya kotambola asali ?",5,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nGary alingi kotambola pembeni ya parc ya mboka, ezali na lolenge ya rectangle ya 1,5 mile likolo ya 6. Soki atamboli na 3 mile na ngonga, ngonga boni ya kotambola asali ?\n'}]",2
"Au magazin ya Dollar, Sloane azali Na 100 clients Oyo nazi kota magazin. lobi elandi, 50 ba bakisami likolo koleka mokolo ya liboso. soki mokolo ya misato, motango nionso ya ba clients ezalaki 500, ba clients Boni atalaki Na Bango mokolo Wana?",250,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAu magazin ya Dollar, Sloane azali Na 100 clients Oyo nazi kota magazin. lobi elandi, 50 ba bakisami likolo koleka mokolo ya liboso. soki mokolo ya misato, motango nionso ya ba clients ezalaki 500, ba clients Boni atalaki Na Bango mokolo Wana?\n'}]",350
"Jerry aza Na ba pisini mibale, nionso mibale eza Na madusu epayi wapi ezo tanga PE ezo silisa mayi nionso Na lombango ya 4 gallons na miniti. Na ba miniti 4 ya sima pisini ya munene ezalaki na mayo mbala mibale kolela pisini ya mukié. sikoyo, ezali na yango mbala mineyi ya kolela. ebele Nini ya Maui eza na pisini ya mukié?",8,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJerry aza Na ba pisini mibale, nionso mibale eza Na madusu epayi wapi ezo tanga PE ezo silisa mayi nionso Na lombango ya 4 gallons na miniti. Na ba miniti 4 ya sima pisini ya munene ezalaki na mayo mbala mibale kolela pisini ya mukié. sikoyo, ezali na yango mbala mineyi ya kolela. ebele Nini ya Maui eza na pisini ya mukié?\n'}]",32
"Lori alingi asomba paire Moko ya sapatu na 320,000$ PE mukaba ya sapatu yango na 32,00$. soki mosala na ye ya tango ndambu ezo pesa ye 8,00$ na heure. ba heure boni esengeli a sala yambo a koka kosomba Oyo alingi ?",44,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nLori alingi asomba paire Moko ya sapatu na 320,000$ PE mukaba ya sapatu yango na 32,00$. soki mosala na ye ya tango ndambu ezo pesa ye 8,00$ na heure. ba heure boni esengeli a sala yambo a koka kosomba Oyo alingi ?\n'}]",40
